sample_id	gene_id	seq_loc	description
SAMPLE_007362	FRAG_007362	hg19:7:165592807-165610963:-	18157
SAMPLE_007363	FRAG_007363	hg38:16:134844367-134873522:+	29156
SAMPLE_007364	FRAG_007364	hg19:4:157307862-157354900:-	47039
SAMPLE_007365	FRAG_007365	hg38:12:190627764-190687639:+	59876
SAMPLE_007366	FRAG_007366	hg19:20:180679946-180772628:+	92683
SAMPLE_007367	FRAG_007367	hg38:22:63685430-63743493:+	58064
SAMPLE_007368	FRAG_007368	hg19:17:151205818-151257894:+	52077
SAMPLE_007369	FRAG_007369	hg38:X:37696510-37701956:+	5447
SAMPLE_007370	FRAG_007370	hg19:11:99861760-99935555:-	73796
SAMPLE_007371	FRAG_007371	hg38:21:61872746-61894698:+	21953
SAMPLE_007372	FRAG_007372	hg19:6:25285418-25325249:-	39832
SAMPLE_007373	FRAG_007373	hg38:Y:19514682-19564050:-	49369
SAMPLE_007374	FRAG_007374	hg19:21:69260315-69357658:+	97344
SAMPLE_007375	FRAG_007375	hg38:19:105437817-105495051:+	57235
SAMPLE_007376	FRAG_007376	hg19:15:81501406-81529076:-	27671
SAMPLE_007377	FRAG_007377	hg38:13:191325834-191388060:-	62227
SAMPLE_007378	FRAG_007378	hg19:13:196194300-196217957:+	23658
SAMPLE_007379	FRAG_007379	hg38:12:170702078-170799964:-	97887
SAMPLE_007380	FRAG_007380	hg19:18:175564044-175601693:+	37650
SAMPLE_007381	FRAG_007381	hg38:21:72869505-72933843:+	64339
SAMPLE_007382	FRAG_007382	hg19:14:119635976-119644816:+	8841
SAMPLE_007383	FRAG_007383	hg38:11:44368958-44371177:+	2220
SAMPLE_007384	FRAG_007384	hg19:3:179349691-179417511:+	67821
SAMPLE_007385	FRAG_007385	hg38:13:149125744-149200238:+	74495
SAMPLE_007386	FRAG_007386	hg19:21:27543400-27581474:+	38075
SAMPLE_007387	FRAG_007387	hg38:10:180219946-180256287:-	36342
SAMPLE_007388	FRAG_007388	hg19:13:16723236-16815360:-	92125
SAMPLE_007389	FRAG_007389	hg38:18:187292823-187319981:-	27159
SAMPLE_007390	FRAG_007390	hg19:15:7933808-7972029:+	38222
SAMPLE_007391	FRAG_007391	hg38:19:34655077-34749812:-	94736
SAMPLE_007392	FRAG_007392	hg19:10:171972425-172060013:+	87589
SAMPLE_007393	FRAG_007393	hg38:7:41684789-41689046:-	4258
SAMPLE_007394	FRAG_007394	hg19:21:8937676-8983772:-	46097
SAMPLE_007395	FRAG_007395	hg38:X:32292878-32317909:+	25032
SAMPLE_007396	FRAG_007396	hg19:14:122445538-122495465:-	49928
SAMPLE_007397	FRAG_007397	hg38:4:102348859-102427972:-	79114
SAMPLE_007398	FRAG_007398	hg19:14:21927100-21984681:+	57582
SAMPLE_007399	FRAG_007399	hg38:5:106805530-106847113:+	41584
SAMPLE_007400	FRAG_007400	hg19:9:9609161-9632452:+	23292
SAMPLE_007401	FRAG_007401	hg38:5:183549362-183567377:+	18016
SAMPLE_007402	FRAG_007402	hg19:9:158942885-159023825:+	80941
SAMPLE_007403	FRAG_007403	hg38:3:195668862-195696723:-	27862
SAMPLE_007404	FRAG_007404	hg19:14:60245638-60318715:-	73078
SAMPLE_007405	FRAG_007405	hg38:16:166677551-166724984:+	47434
SAMPLE_007406	FRAG_007406	hg19:4:122423958-122486631:+	62674
SAMPLE_007407	FRAG_007407	hg38:11:171634945-171655068:-	20124
SAMPLE_007408	FRAG_007408	hg19:9:33292149-33345549:-	53401
SAMPLE_007409	FRAG_007409	hg38:10:166565996-166570021:+	4026
SAMPLE_007410	FRAG_007410	hg19:7:95076388-95109040:+	32653
SAMPLE_007411	FRAG_007411	hg38:15:107153577-107193927:-	40351
SAMPLE_007412	FRAG_007412	hg19:14:38611161-38651921:-	40761
SAMPLE_007413	FRAG_007413	hg38:2:148528226-148543148:-	14923
SAMPLE_007414	FRAG_007414	hg19:8:35424347-35489020:-	64674
SAMPLE_007415	FRAG_007415	hg38:7:153367092-153376305:-	9214
SAMPLE_007416	FRAG_007416	hg19:Y:103379185-103463943:-	84759
SAMPLE_007417	FRAG_007417	hg38:12:43399574-43476441:+	76868
SAMPLE_007418	FRAG_007418	hg19:16:118755020-118845343:-	90324
SAMPLE_007419	FRAG_007419	hg38:9:81163030-81175676:+	12647
SAMPLE_007420	FRAG_007420	hg19:1:147988032-148016886:-	28855
SAMPLE_007421	FRAG_007421	hg38:1:90797715-90821662:-	23948
SAMPLE_007422	FRAG_007422	hg19:3:194812113-194908112:+	96000
SAMPLE_007423	FRAG_007423	hg38:9:184434296-184472615:-	38320
SAMPLE_007424	FRAG_007424	hg19:18:130147289-130200129:+	52841
SAMPLE_007425	FRAG_007425	hg38:6:144866285-144936703:+	70419
SAMPLE_007426	FRAG_007426	hg19:19:81715872-81716475:-	604
SAMPLE_007427	FRAG_007427	hg38:8:18744840-18775934:-	31095
SAMPLE_007428	FRAG_007428	hg19:12:102460694-102497367:+	36674
SAMPLE_007429	FRAG_007429	hg38:12:130440043-130530540:-	90498
SAMPLE_007430	FRAG_007430	hg19:19:40947733-40974180:-	26448
SAMPLE_007431	FRAG_007431	hg38:3:70984978-71000479:-	15502
SAMPLE_007432	FRAG_007432	hg19:17:126240365-126308635:-	68271
SAMPLE_007433	FRAG_007433	hg38:7:36973862-36982687:+	8826
SAMPLE_007434	FRAG_007434	hg19:10:157541595-157543924:-	2330
SAMPLE_007435	FRAG_007435	hg38:10:119329639-119362101:-	32463
SAMPLE_007436	FRAG_007436	hg19:21:115065173-115122746:+	57574
SAMPLE_007437	FRAG_007437	hg38:17:14896238-14922206:-	25969
SAMPLE_007438	FRAG_007438	hg19:17:17045606-17052868:+	7263
SAMPLE_007439	FRAG_007439	hg38:Y:144858198-144950016:-	91819
SAMPLE_007440	FRAG_007440	hg19:8:84757191-84768932:+	11742
SAMPLE_007441	FRAG_007441	hg38:19:88126760-88138309:+	11550
SAMPLE_007442	FRAG_007442	hg19:3:62428758-62462047:-	33290
SAMPLE_007443	FRAG_007443	hg38:16:111743799-111814403:+	70605
SAMPLE_007444	FRAG_007444	hg19:21:4968050-4982165:-	14116
SAMPLE_007445	FRAG_007445	hg38:18:148315407-148326079:-	10673
SAMPLE_007446	FRAG_007446	hg19:4:166125241-166131682:-	6442
SAMPLE_007447	FRAG_007447	hg38:21:86921761-86991007:-	69247
SAMPLE_007448	FRAG_007448	hg19:10:89763145-89780535:-	17391
SAMPLE_007449	FRAG_007449	hg38:2:173420070-173473855:+	53786
SAMPLE_007450	FRAG_007450	hg19:5:156205635-156262208:+	56574
SAMPLE_007451	FRAG_007451	hg38:8:20354733-20449798:-	95066
SAMPLE_007452	FRAG_007452	hg19:9:190711054-190735041:+	23988
SAMPLE_007453	FRAG_007453	hg38:1:9922894-9976378:+	53485
SAMPLE_007454	FRAG_007454	hg19:6:15557211-15583300:+	26090
SAMPLE_007455	FRAG_007455	hg38:17:90990470-91047557:-	57088
SAMPLE_007456	FRAG_007456	hg19:X:182269126-182272097:-	2972
SAMPLE_007457	FRAG_007457	hg38:5:78391721-78414266:+	22546
SAMPLE_007458	FRAG_007458	hg19:4:42178681-42217095:+	38415
SAMPLE_007459	FRAG_007459	hg38:13:129956291-130010379:+	54089
SAMPLE_007460	FRAG_007460	hg19:4:21236776-21278567:-	41792
SAMPLE_007461	FRAG_007461	hg38:11:159061080-159158380:+	97301
SAMPLE_007462	FRAG_007462	hg19:1:108856115-108869124:-	13010
SAMPLE_007463	FRAG_007463	hg38:8:199692854-199720328:+	27475
SAMPLE_007464	FRAG_007464	hg19:5:37676356-37694639:-	18284
SAMPLE_007465	FRAG_007465	hg38:2:86769454-86774082:+	4629
SAMPLE_007466	FRAG_007466	hg19:19:50442919-50460521:+	17603
SAMPLE_007467	FRAG_007467	hg38:2:102409740-102459055:+	49316
SAMPLE_007468	FRAG_007468	hg19:21:26663983-26668090:+	4108
SAMPLE_007469	FRAG_007469	hg38:3:56763318-56778742:-	15425
SAMPLE_007470	FRAG_007470	hg19:18:57123387-57164091:+	40705
SAMPLE_007471	FRAG_007471	hg38:19:52658549-52672290:+	13742
SAMPLE_007472	FRAG_007472	hg19:21:98607749-98631095:+	23347
SAMPLE_007473	FRAG_007473	hg38:17:32338152-32388305:+	50154
SAMPLE_007474	FRAG_007474	hg19:6:197746386-197778769:-	32384
SAMPLE_007475	FRAG_007475	hg38:11:183341471-183395935:-	54465
SAMPLE_007476	FRAG_007476	hg19:11:59137304-59154349:-	17046
SAMPLE_007477	FRAG_007477	hg38:6:108301117-108367230:-	66114
SAMPLE_007478	FRAG_007478	hg19:10:119841325-119921700:-	80376
SAMPLE_007479	FRAG_007479	hg38:1:71788812-71812020:-	23209
SAMPLE_007480	FRAG_007480	hg19:14:72839419-72865257:+	25839
SAMPLE_007481	FRAG_007481	hg38:Y:196872655-196880298:-	7644
SAMPLE_007482	FRAG_007482	hg19:8:122820590-122878402:-	57813
SAMPLE_007483	FRAG_007483	hg38:21:75283582-75315866:-	32285
SAMPLE_007484	FRAG_007484	hg19:6:127674077-127756080:+	82004
SAMPLE_007485	FRAG_007485	hg38:12:25726974-25780526:-	53553
SAMPLE_007486	FRAG_007486	hg19:X:103984815-104008587:-	23773
SAMPLE_007487	FRAG_007487	hg38:12:152054146-152098228:+	44083
SAMPLE_007488	FRAG_007488	hg19:9:105713107-105777559:+	64453
SAMPLE_007489	FRAG_007489	hg38:12:172686195-172718975:+	32781
SAMPLE_007490	FRAG_007490	hg19:20:112800445-112855542:-	55098
SAMPLE_007491	FRAG_007491	hg38:4:127898171-127933613:-	35443
SAMPLE_007492	FRAG_007492	hg19:8:109533764-109566927:-	33164
SAMPLE_007493	FRAG_007493	hg38:6:119522694-119561012:-	38319
SAMPLE_007494	FRAG_007494	hg19:13:194187408-194244831:-	57424
SAMPLE_007495	FRAG_007495	hg38:22:91748328-91779409:+	31082
SAMPLE_007496	FRAG_007496	hg19:18:188567157-188643751:-	76595
SAMPLE_007497	FRAG_007497	hg38:5:155776322-155859893:-	83572
SAMPLE_007498	FRAG_007498	hg19:Y:42364823-42398069:-	33247
SAMPLE_007499	FRAG_007499	hg38:7:105222016-105315192:-	93177
SAMPLE_007500	FRAG_007500	hg19:19:80942824-80963080:+	20257
SAMPLE_007501	FRAG_007501	hg38:11:22957004-23019738:+	62735
SAMPLE_007502	FRAG_007502	hg19:21:174103636-174164122:-	60487
SAMPLE_007503	FRAG_007503	hg38:7:168851727-168949867:+	98141
SAMPLE_007504	FRAG_007504	hg19:11:58043201-58079279:-	36079
SAMPLE_007505	FRAG_007505	hg38:14:89187386-89259781:-	72396
SAMPLE_007506	FRAG_007506	hg19:8:156088895-156177049:+	88155
SAMPLE_007507	FRAG_007507	hg38:14:106574692-106588464:+	13773
SAMPLE_007508	FRAG_007508	hg19:10:127269063-127343684:+	74622
SAMPLE_007509	FRAG_007509	hg38:20:147667495-147747740:+	80246
SAMPLE_007510	FRAG_007510	hg19:14:96156242-96169347:+	13106
SAMPLE_007511	FRAG_007511	hg38:22:23361322-23427369:+	66048
SAMPLE_007512	FRAG_007512	hg19:13:177034251-177102287:+	68037
SAMPLE_007513	FRAG_007513	hg38:X:24725533-24786574:+	61042
SAMPLE_007514	FRAG_007514	hg19:8:134440012-134443541:+	3530
SAMPLE_007515	FRAG_007515	hg38:16:102881883-102899526:+	17644
SAMPLE_007516	FRAG_007516	hg19:16:45572679-45663766:+	91088
SAMPLE_007517	FRAG_007517	hg38:4:144963402-144999797:-	36396
SAMPLE_007518	FRAG_007518	hg19:16:192012901-192085999:+	73099
SAMPLE_007519	FRAG_007519	hg38:18:104776473-104795313:-	18841
SAMPLE_007520	FRAG_007520	hg19:19:32628309-32656071:+	27763
SAMPLE_007521	FRAG_007521	hg38:4:107899559-107937475:+	37917
SAMPLE_007522	FRAG_007522	hg19:19:119654261-119693799:-	39539
SAMPLE_007523	FRAG_007523	hg38:6:173454823-173497699:-	42877
SAMPLE_007524	FRAG_007524	hg19:5:156196663-156295291:+	98629
SAMPLE_007525	FRAG_007525	hg38:13:80601245-80693826:-	92582
SAMPLE_007526	FRAG_007526	hg19:13:52339601-52366984:+	27384
SAMPLE_007527	FRAG_007527	hg38:15:158056038-158074715:-	18678
SAMPLE_007528	FRAG_007528	hg19:1:107142495-107171204:-	28710
SAMPLE_007529	FRAG_007529	hg38:17:22454394-22542048:+	87655
SAMPLE_007530	FRAG_007530	hg19:6:112027976-112112627:-	84652
SAMPLE_007531	FRAG_007531	hg38:X:153245037-153283826:-	38790
SAMPLE_007532	FRAG_007532	hg19:3:111058004-111139822:-	81819
SAMPLE_007533	FRAG_007533	hg38:22:111513243-111517094:+	3852
SAMPLE_007534	FRAG_007534	hg19:7:60236628-60280202:+	43575
SAMPLE_007535	FRAG_007535	hg38:2:105590348-105604593:+	14246
SAMPLE_007536	FRAG_007536	hg19:6:154335488-154381849:+	46362
SAMPLE_007537	FRAG_007537	hg38:4:193848141-193901246:+	53106
SAMPLE_007538	FRAG_007538	hg19:19:74043610-74122966:+	79357
SAMPLE_007539	FRAG_007539	hg38:3:61779535-61805552:+	26018
SAMPLE_007540	FRAG_007540	hg19:9:58832854-58868991:-	36138
SAMPLE_007541	FRAG_007541	hg38:22:130394259-130449711:+	55453
SAMPLE_007542	FRAG_007542	hg19:22:144204705-144241069:+	36365
SAMPLE_007543	FRAG_007543	hg38:10:152223585-152230059:-	6475
SAMPLE_007544	FRAG_007544	hg19:3:17663490-17759457:+	95968
SAMPLE_007545	FRAG_007545	hg38:14:162194264-162259463:+	65200
SAMPLE_007546	FRAG_007546	hg19:2:68389487-68399673:+	10187
SAMPLE_007547	FRAG_007547	hg38:4:3797612-3850599:-	52988
SAMPLE_007548	FRAG_007548	hg19:19:191690434-191776713:+	86280
SAMPLE_007549	FRAG_007549	hg38:1:84631206-84637938:+	6733
SAMPLE_007550	FRAG_007550	hg19:2:143173307-143193535:-	20229
SAMPLE_007551	FRAG_007551	hg38:14:109501164-109517269:+	16106
SAMPLE_007552	FRAG_007552	hg19:Y:167656659-167666641:+	9983
SAMPLE_007553	FRAG_007553	hg38:8:39756566-39795335:+	38770
SAMPLE_007554	FRAG_007554	hg19:7:135739600-135773891:-	34292
SAMPLE_007555	FRAG_007555	hg38:10:71097391-71170440:+	73050
SAMPLE_007556	FRAG_007556	hg19:2:86698418-86726380:+	27963
SAMPLE_007557	FRAG_007557	hg38:3:17477483-17533748:-	56266
SAMPLE_007558	FRAG_007558	hg19:19:26814998-26903485:-	88488
SAMPLE_007559	FRAG_007559	hg38:19:56139031-56152596:-	13566
SAMPLE_007560	FRAG_007560	hg19:2:87953086-87964049:-	10964
SAMPLE_007561	FRAG_007561	hg38:4:24195615-24288112:-	92498
SAMPLE_007562	FRAG_007562	hg19:4:37300952-37328095:+	27144
SAMPLE_007563	FRAG_007563	hg38:19:84063880-84153749:+	89870
SAMPLE_007564	FRAG_007564	hg19:5:125535380-125575653:+	40274
SAMPLE_007565	FRAG_007565	hg38:6:150154926-150223681:+	68756
SAMPLE_007566	FRAG_007566	hg19:10:33005855-33018414:+	12560
SAMPLE_007567	FRAG_007567	hg38:18:170651455-170712165:-	60711
SAMPLE_007568	FRAG_007568	hg19:11:131078151-131096569:+	18419
SAMPLE_007569	FRAG_007569	hg38:20:118075388-118103821:-	28434
SAMPLE_007570	FRAG_007570	hg19:17:132764093-132812892:-	48800
SAMPLE_007571	FRAG_007571	hg38:10:51337632-51394321:+	56690
SAMPLE_007572	FRAG_007572	hg19:8:22391914-22465041:+	73128
SAMPLE_007573	FRAG_007573	hg38:21:81977705-82043650:+	65946
SAMPLE_007574	FRAG_007574	hg19:22:33779788-33829956:-	50169
SAMPLE_007575	FRAG_007575	hg38:6:173178660-173211861:+	33202
SAMPLE_007576	FRAG_007576	hg19:4:77224632-77270790:+	46159
SAMPLE_007577	FRAG_007577	hg38:3:64744990-64838548:+	93559
SAMPLE_007578	FRAG_007578	hg19:11:89985346-90014391:+	29046
SAMPLE_007579	FRAG_007579	hg38:14:179096038-179174762:-	78725
SAMPLE_007580	FRAG_007580	hg19:22:105296854-105321672:+	24819
SAMPLE_007581	FRAG_007581	hg38:14:68986888-69059197:-	72310
SAMPLE_007582	FRAG_007582	hg19:11:87751622-87774038:+	22417
SAMPLE_007583	FRAG_007583	hg38:21:199533162-199598783:-	65622
SAMPLE_007584	FRAG_007584	hg19:3:38293920-38294683:-	764
SAMPLE_007585	FRAG_007585	hg38:10:194451751-194516024:+	64274
SAMPLE_007586	FRAG_007586	hg19:X:157699058-157760707:-	61650
SAMPLE_007587	FRAG_007587	hg38:17:97338274-97407679:-	69406
SAMPLE_007588	FRAG_007588	hg19:13:76786452-76866185:+	79734
SAMPLE_007589	FRAG_007589	hg38:2:100118243-100122756:+	4514
SAMPLE_007590	FRAG_007590	hg19:19:189107807-189190706:-	82900
SAMPLE_007591	FRAG_007591	hg38:14:94380131-94439798:-	59668
SAMPLE_007592	FRAG_007592	hg19:7:98727059-98775480:-	48422
SAMPLE_007593	FRAG_007593	hg38:5:121327490-121352136:+	24647
SAMPLE_007594	FRAG_007594	hg19:15:105613666-105634620:-	20955
SAMPLE_007595	FRAG_007595	hg38:5:98073050-98159192:-	86143
SAMPLE_007596	FRAG_007596	hg19:12:70522246-70526138:-	3893
SAMPLE_007597	FRAG_007597	hg38:1:7054655-7117598:+	62944
SAMPLE_007598	FRAG_007598	hg19:3:176532494-176571536:-	39043
SAMPLE_007599	FRAG_007599	hg38:4:2367313-2396973:-	29661
SAMPLE_007600	FRAG_007600	hg19:17:114005773-114091243:+	85471
SAMPLE_007601	FRAG_007601	hg38:9:189021237-189027047:-	5811
SAMPLE_007602	FRAG_007602	hg19:4:1920836-1922009:-	1174
SAMPLE_007603	FRAG_007603	hg38:14:161928414-161999887:+	71474
SAMPLE_007604	FRAG_007604	hg19:22:27921554-27957697:-	36144
SAMPLE_007605	FRAG_007605	hg38:5:38773861-38844653:+	70793
SAMPLE_007606	FRAG_007606	hg19:16:46231516-46285445:+	53930
SAMPLE_007607	FRAG_007607	hg38:17:30882417-30977302:+	94886
SAMPLE_007608	FRAG_007608	hg19:12:44308777-44395731:+	86955
SAMPLE_007609	FRAG_007609	hg38:8:149233869-149253088:+	19220
SAMPLE_007610	FRAG_007610	hg19:6:150267936-150291371:+	23436
SAMPLE_007611	FRAG_007611	hg38:10:144894836-144897061:-	2226
SAMPLE_007612	FRAG_007612	hg19:16:42753703-42797028:+	43326
SAMPLE_007613	FRAG_007613	hg38:12:159660191-159740119:-	79929
SAMPLE_007614	FRAG_007614	hg19:2:74261280-74261947:+	668
SAMPLE_007615	FRAG_007615	hg38:2:149778952-149874647:-	95696
SAMPLE_007616	FRAG_007616	hg19:15:32090739-32170581:+	79843
SAMPLE_007617	FRAG_007617	hg38:12:190121114-190134953:+	13840
SAMPLE_007618	FRAG_007618	hg19:8:180050164-180096148:+	45985
SAMPLE_007619	FRAG_007619	hg38:11:86546197-86572155:-	25959
SAMPLE_007620	FRAG_007620	hg19:5:173638492-173660582:+	22091
SAMPLE_007621	FRAG_007621	hg38:1:78649869-78707604:+	57736
SAMPLE_007622	FRAG_007622	hg19:21:179484024-179576300:-	92277
SAMPLE_007623	FRAG_007623	hg38:16:11988368-12061811:-	73444
SAMPLE_007624	FRAG_007624	hg19:17:8841174-8873164:+	31991
SAMPLE_007625	FRAG_007625	hg38:18:20538858-20541610:+	2753
SAMPLE_007626	FRAG_007626	hg19:10:167982873-167996784:-	13912
SAMPLE_007627	FRAG_007627	hg38:X:66118362-66162039:-	43678
SAMPLE_007628	FRAG_007628	hg19:3:90366549-90447429:+	80881
SAMPLE_007629	FRAG_007629	hg38:17:177036346-177049376:-	13031
SAMPLE_007630	FRAG_007630	hg19:10:150161577-150223618:-	62042
SAMPLE_007631	FRAG_007631	hg38:15:197699811-197738037:+	38227
SAMPLE_007632	FRAG_007632	hg19:18:48053025-48058296:+	5272
SAMPLE_007633	FRAG_007633	hg38:21:181961648-182028985:+	67338
SAMPLE_007634	FRAG_007634	hg19:1:60596167-60647197:-	51031
SAMPLE_007635	FRAG_007635	hg38:16:173463179-173536979:+	73801
SAMPLE_007636	FRAG_007636	hg19:22:125730990-125761287:+	30298
SAMPLE_007637	FRAG_007637	hg38:22:27131354-27150977:+	19624
SAMPLE_007638	FRAG_007638	hg19:22:195719145-195800982:-	81838
SAMPLE_007639	FRAG_007639	hg38:9:194406831-194438728:-	31898
SAMPLE_007640	FRAG_007640	hg19:20:4688514-4764472:-	75959
SAMPLE_007641	FRAG_007641	hg38:11:87748377-87821299:-	72923
SAMPLE_007642	FRAG_007642	hg19:16:160009483-160058751:-	49269
SAMPLE_007643	FRAG_007643	hg38:X:147225182-147228414:-	3233
SAMPLE_007644	FRAG_007644	hg19:6:198721713-198797698:+	75986
SAMPLE_007645	FRAG_007645	hg38:14:116407227-116486728:+	79502
SAMPLE_007646	FRAG_007646	hg19:X:97445129-97484692:+	39564
SAMPLE_007647	FRAG_007647	hg38:17:146820012-146900168:-	80157
SAMPLE_007648	FRAG_007648	hg19:1:18898629-18948576:+	49948
SAMPLE_007649	FRAG_007649	hg38:13:113844527-113888484:-	43958
SAMPLE_007650	FRAG_007650	hg19:8:122426000-122457108:-	31109
SAMPLE_007651	FRAG_007651	hg38:12:12604811-12663512:+	58702
SAMPLE_007652	FRAG_007652	hg19:13:39628298-39670523:-	42226
SAMPLE_007653	FRAG_007653	hg38:14:60772713-60785432:-	12720
SAMPLE_007654	FRAG_007654	hg19:22:19552143-19626060:-	73918
SAMPLE_007655	FRAG_007655	hg38:19:16726617-16799446:+	72830
SAMPLE_007656	FRAG_007656	hg19:12:171461421-171490749:+	29329
SAMPLE_007657	FRAG_007657	hg38:17:53197617-53234862:-	37246
SAMPLE_007658	FRAG_007658	hg19:Y:166346902-166399629:+	52728
SAMPLE_007659	FRAG_007659	hg38:21:107775483-107856312:-	80830
SAMPLE_007660	FRAG_007660	hg19:9:124435207-124475197:-	39991
SAMPLE_007661	FRAG_007661	hg38:6:3456262-3499111:-	42850
SAMPLE_007662	FRAG_007662	hg19:22:65528738-65553378:+	24641
SAMPLE_007663	FRAG_007663	hg38:9:58067192-58090511:-	23320
SAMPLE_007664	FRAG_007664	hg19:17:9565705-9566828:-	1124
SAMPLE_007665	FRAG_007665	hg38:3:191438325-191498379:+	60055
SAMPLE_007666	FRAG_007666	hg19:10:194312796-194327792:-	14997
SAMPLE_007667	FRAG_007667	hg38:11:107923285-107956106:+	32822
SAMPLE_007668	FRAG_007668	hg19:11:91741001-91811568:-	70568
SAMPLE_007669	FRAG_007669	hg38:15:158023755-158061188:+	37434
SAMPLE_007670	FRAG_007670	hg19:13:134945949-134969269:-	23321
SAMPLE_007671	FRAG_007671	hg38:1:75504372-75526124:+	21753
SAMPLE_007672	FRAG_007672	hg19:12:17491095-17550861:+	59767
SAMPLE_007673	FRAG_007673	hg38:7:177404769-177434316:+	29548
SAMPLE_007674	FRAG_007674	hg19:20:182370166-182414959:-	44794
SAMPLE_007675	FRAG_007675	hg38:12:60657405-60681665:+	24261
SAMPLE_007676	FRAG_007676	hg19:11:145370051-145454440:+	84390
SAMPLE_007677	FRAG_007677	hg38:17:61763002-61814209:+	51208
SAMPLE_007678	FRAG_007678	hg19:9:38533035-38536188:-	3154
SAMPLE_007679	FRAG_007679	hg38:13:186263026-186287618:+	24593
SAMPLE_007680	FRAG_007680	hg19:15:27631151-27652350:-	21200
SAMPLE_007681	FRAG_007681	hg38:10:162125370-162146443:+	21074
SAMPLE_007682	FRAG_007682	hg19:5:82077033-82080997:+	3965
SAMPLE_007683	FRAG_007683	hg38:14:146377691-146439008:+	61318
SAMPLE_007684	FRAG_007684	hg19:4:184743275-184790852:+	47578
SAMPLE_007685	FRAG_007685	hg38:19:110017063-110040642:-	23580
SAMPLE_007686	FRAG_007686	hg19:20:128463638-128491651:+	28014
SAMPLE_007687	FRAG_007687	hg38:13:34877064-34906568:-	29505
SAMPLE_007688	FRAG_007688	hg19:2:33510216-33538954:+	28739
SAMPLE_007689	FRAG_007689	hg38:19:135247705-135268768:+	21064
SAMPLE_007690	FRAG_007690	hg19:10:97178225-97248406:+	70182
SAMPLE_007691	FRAG_007691	hg38:6:13101947-13122267:-	20321
SAMPLE_007692	FRAG_007692	hg19:4:158045121-158133624:+	88504
SAMPLE_007693	FRAG_007693	hg38:4:65252583-65328639:+	76057
SAMPLE_007694	FRAG_007694	hg19:7:167160253-167209729:+	49477
SAMPLE_007695	FRAG_007695	hg38:16:131785397-131865089:+	79693
SAMPLE_007696	FRAG_007696	hg19:20:1553425-1562023:+	8599
SAMPLE_007697	FRAG_007697	hg38:21:50340348-50343688:-	3341
SAMPLE_007698	FRAG_007698	hg19:14:102141880-102155414:+	13535
SAMPLE_007699	FRAG_007699	hg38:6:102085524-102130654:-	45131
SAMPLE_007700	FRAG_007700	hg19:X:18177275-18242291:-	65017
SAMPLE_007701	FRAG_007701	hg38:12:83974568-84053671:+	79104
SAMPLE_007702	FRAG_007702	hg19:Y:156522674-156582089:+	59416
SAMPLE_007703	FRAG_007703	hg38:8:77679840-77680400:-	561
SAMPLE_007704	FRAG_007704	hg19:Y:37699536-37728503:+	28968
SAMPLE_007705	FRAG_007705	hg38:3:175721837-175772807:-	50971
SAMPLE_007706	FRAG_007706	hg19:15:21258493-21329046:-	70554
SAMPLE_007707	FRAG_007707	hg38:11:78745700-78795592:-	49893
SAMPLE_007708	FRAG_007708	hg19:Y:66783556-66821795:-	38240
SAMPLE_007709	FRAG_007709	hg38:1:32747789-32845293:-	97505
SAMPLE_007710	FRAG_007710	hg19:12:182913114-182939278:+	26165
SAMPLE_007711	FRAG_007711	hg38:3:122160961-122249288:-	88328
SAMPLE_007712	FRAG_007712	hg19:14:191991400-192047043:-	55644
SAMPLE_007713	FRAG_007713	hg38:11:93503087-93511242:+	8156
SAMPLE_007714	FRAG_007714	hg19:22:174973720-175035944:-	62225
SAMPLE_007715	FRAG_007715	hg38:3:8114266-8131151:+	16886
SAMPLE_007716	FRAG_007716	hg19:18:188983525-188995367:-	11843
SAMPLE_007717	FRAG_007717	hg38:16:15748932-15821185:-	72254
SAMPLE_007718	FRAG_007718	hg19:22:194638929-194649150:+	10222
SAMPLE_007719	FRAG_007719	hg38:5:67010018-67027824:+	17807
SAMPLE_007720	FRAG_007720	hg19:22:105902318-105917743:-	15426
SAMPLE_007721	FRAG_007721	hg38:21:183469714-183541921:-	72208
SAMPLE_007722	FRAG_007722	hg19:1:169899460-169950602:-	51143
SAMPLE_007723	FRAG_007723	hg38:21:55894453-55950995:-	56543
SAMPLE_007724	FRAG_007724	hg19:8:41579017-41597274:+	18258
SAMPLE_007725	FRAG_007725	hg38:22:34045528-34109766:-	64239
SAMPLE_007726	FRAG_007726	hg19:19:20223285-20244141:+	20857
SAMPLE_007727	FRAG_007727	hg38:13:139731935-139815764:-	83830
SAMPLE_007728	FRAG_007728	hg19:21:99686074-99753764:-	67691
SAMPLE_007729	FRAG_007729	hg38:8:23491683-23557453:+	65771
SAMPLE_007730	FRAG_007730	hg19:10:163745444-163765895:-	20452
SAMPLE_007731	FRAG_007731	hg38:7:11748798-11752124:+	3327
SAMPLE_007732	FRAG_007732	hg19:Y:122750477-122783067:-	32591
SAMPLE_007733	FRAG_007733	hg38:8:145384451-145459634:+	75184
SAMPLE_007734	FRAG_007734	hg19:8:188177741-188270388:+	92648
SAMPLE_007735	FRAG_007735	hg38:7:70700096-70719364:-	19269
SAMPLE_007736	FRAG_007736	hg19:12:177819935-177899003:-	79069
SAMPLE_007737	FRAG_007737	hg38:13:57020273-57101067:+	80795
SAMPLE_007738	FRAG_007738	hg19:16:144712996-144812449:-	99454
