sample_id	gene_id	seq_loc	description
SAMPLE_091532	FRAG_091532	hg19:15:103724984-103775806:-	50823
SAMPLE_091533	FRAG_091533	hg38:1:80752888-80780438:+	27551
SAMPLE_091534	FRAG_091534	hg19:12:72349023-72440164:-	91142
SAMPLE_091535	FRAG_091535	hg38:21:80397804-80421155:-	23352
SAMPLE_091536	FRAG_091536	hg19:8:88737183-88826044:+	88862
SAMPLE_091537	FRAG_091537	hg38:22:146820122-146877539:-	57418
SAMPLE_091538	FRAG_091538	hg19:8:53377364-53386303:-	8940
SAMPLE_091539	FRAG_091539	hg38:7:48054724-48124620:+	69897
SAMPLE_091540	FRAG_091540	hg19:9:120154366-120251928:+	97563
SAMPLE_091541	FRAG_091541	hg38:6:106157120-106248566:-	91447
SAMPLE_091542	FRAG_091542	hg19:20:194987626-195061475:+	73850
SAMPLE_091543	FRAG_091543	hg38:18:67656168-67754986:-	98819
SAMPLE_091544	FRAG_091544	hg19:15:64876552-64906736:+	30185
SAMPLE_091545	FRAG_091545	hg38:20:95488323-95580899:-	92577
SAMPLE_091546	FRAG_091546	hg19:13:133129430-133228840:+	99411
SAMPLE_091547	FRAG_091547	hg38:4:27182344-27267942:-	85599
SAMPLE_091548	FRAG_091548	hg19:5:16786157-16877621:-	91465
SAMPLE_091549	FRAG_091549	hg38:16:92278940-92369592:+	90653
SAMPLE_091550	FRAG_091550	hg19:9:93523907-93539910:+	16004
SAMPLE_091551	FRAG_091551	hg38:12:113771759-113823041:+	51283
SAMPLE_091552	FRAG_091552	hg19:1:90630389-90713928:+	83540
SAMPLE_091553	FRAG_091553	hg38:14:7702096-7759959:-	57864
SAMPLE_091554	FRAG_091554	hg19:4:141629605-141710264:+	80660
SAMPLE_091555	FRAG_091555	hg38:5:21021248-21052383:+	31136
SAMPLE_091556	FRAG_091556	hg19:8:70604352-70685418:-	81067
SAMPLE_091557	FRAG_091557	hg38:5:136679462-136773235:-	93774
SAMPLE_091558	FRAG_091558	hg19:Y:171800185-171886772:+	86588
SAMPLE_091559	FRAG_091559	hg38:14:37816609-37838585:-	21977
SAMPLE_091560	FRAG_091560	hg19:20:43071627-43116236:-	44610
SAMPLE_091561	FRAG_091561	hg38:6:9129345-9131598:+	2254
SAMPLE_091562	FRAG_091562	hg19:10:93475992-93496774:+	20783
SAMPLE_091563	FRAG_091563	hg38:2:50325150-50410751:-	85602
SAMPLE_091564	FRAG_091564	hg19:22:125056511-125093630:-	37120
SAMPLE_091565	FRAG_091565	hg38:10:4257060-4273024:-	15965
SAMPLE_091566	FRAG_091566	hg19:2:188794881-188824667:-	29787
SAMPLE_091567	FRAG_091567	hg38:12:152369109-152444267:-	75159
SAMPLE_091568	FRAG_091568	hg19:1:186973479-187056650:-	83172
SAMPLE_091569	FRAG_091569	hg38:14:195672998-195749151:-	76154
SAMPLE_091570	FRAG_091570	hg19:16:147323361-147361104:+	37744
SAMPLE_091571	FRAG_091571	hg38:X:65117850-65118975:+	1126
SAMPLE_091572	FRAG_091572	hg19:18:134784829-134858253:-	73425
SAMPLE_091573	FRAG_091573	hg38:11:171642742-171670013:-	27272
SAMPLE_091574	FRAG_091574	hg19:15:153399386-153437168:+	37783
SAMPLE_091575	FRAG_091575	hg38:10:43784602-43857040:+	72439
SAMPLE_091576	FRAG_091576	hg19:4:192210279-192250469:+	40191
SAMPLE_091577	FRAG_091577	hg38:Y:170506295-170558529:+	52235
SAMPLE_091578	FRAG_091578	hg19:18:165498877-165526548:+	27672
SAMPLE_091579	FRAG_091579	hg38:20:154114430-154151869:-	37440
SAMPLE_091580	FRAG_091580	hg19:20:70677475-70770718:+	93244
SAMPLE_091581	FRAG_091581	hg38:20:15807874-15824910:-	17037
SAMPLE_091582	FRAG_091582	hg19:16:151052817-151059257:+	6441
SAMPLE_091583	FRAG_091583	hg38:10:149492994-149554830:+	61837
SAMPLE_091584	FRAG_091584	hg19:13:159287690-159301154:-	13465
SAMPLE_091585	FRAG_091585	hg38:9:43906753-44004687:-	97935
SAMPLE_091586	FRAG_091586	hg19:17:132834497-132903575:+	69079
SAMPLE_091587	FRAG_091587	hg38:14:33010684-33089315:+	78632
SAMPLE_091588	FRAG_091588	hg19:16:85700184-85730765:-	30582
SAMPLE_091589	FRAG_091589	hg38:8:145640214-145661629:-	21416
SAMPLE_091590	FRAG_091590	hg19:14:163695749-163742823:-	47075
SAMPLE_091591	FRAG_091591	hg38:6:90266747-90285388:-	18642
SAMPLE_091592	FRAG_091592	hg19:13:60485635-60548157:-	62523
SAMPLE_091593	FRAG_091593	hg38:11:142513054-142556739:-	43686
SAMPLE_091594	FRAG_091594	hg19:19:25539373-25621497:-	82125
SAMPLE_091595	FRAG_091595	hg38:9:76547965-76646090:+	98126
SAMPLE_091596	FRAG_091596	hg19:15:103143677-103239486:-	95810
SAMPLE_091597	FRAG_091597	hg38:12:141449080-141538817:-	89738
SAMPLE_091598	FRAG_091598	hg19:13:42154834-42191075:+	36242
SAMPLE_091599	FRAG_091599	hg38:2:70595755-70598390:+	2636
SAMPLE_091600	FRAG_091600	hg19:21:92828080-92918975:-	90896
SAMPLE_091601	FRAG_091601	hg38:22:34727214-34772692:-	45479
SAMPLE_091602	FRAG_091602	hg19:16:90527560-90557379:-	29820
SAMPLE_091603	FRAG_091603	hg38:5:81606634-81651588:+	44955
SAMPLE_091604	FRAG_091604	hg19:22:130282042-130366313:-	84272
SAMPLE_091605	FRAG_091605	hg38:19:132661513-132757660:-	96148
SAMPLE_091606	FRAG_091606	hg19:22:7892529-7926465:+	33937
SAMPLE_091607	FRAG_091607	hg38:12:187990166-188022752:+	32587
SAMPLE_091608	FRAG_091608	hg19:11:96187357-96212502:+	25146
SAMPLE_091609	FRAG_091609	hg38:7:63117081-63139922:-	22842
SAMPLE_091610	FRAG_091610	hg19:16:137886893-137967984:-	81092
SAMPLE_091611	FRAG_091611	hg38:17:82346232-82352882:-	6651
SAMPLE_091612	FRAG_091612	hg19:15:114814737-114901062:+	86326
SAMPLE_091613	FRAG_091613	hg38:10:54111785-54145818:-	34034
SAMPLE_091614	FRAG_091614	hg19:16:25695462-25783549:+	88088
SAMPLE_091615	FRAG_091615	hg38:4:39514780-39544263:-	29484
SAMPLE_091616	FRAG_091616	hg19:16:119913609-119973119:+	59511
SAMPLE_091617	FRAG_091617	hg38:10:124152331-124175951:+	23621
SAMPLE_091618	FRAG_091618	hg19:17:128836497-128892006:-	55510
SAMPLE_091619	FRAG_091619	hg38:8:78725587-78753745:+	28159
SAMPLE_091620	FRAG_091620	hg19:16:70284702-70377746:+	93045
SAMPLE_091621	FRAG_091621	hg38:21:141056948-141117803:+	60856
SAMPLE_091622	FRAG_091622	hg19:18:154604065-154692672:+	88608
SAMPLE_091623	FRAG_091623	hg38:Y:195290536-195384900:+	94365
SAMPLE_091624	FRAG_091624	hg19:3:176699949-176718369:-	18421
SAMPLE_091625	FRAG_091625	hg38:13:137645451-137727422:+	81972
SAMPLE_091626	FRAG_091626	hg19:15:130933054-130974784:-	41731
SAMPLE_091627	FRAG_091627	hg38:13:192029690-192041406:-	11717
SAMPLE_091628	FRAG_091628	hg19:8:54588932-54589803:-	872
SAMPLE_091629	FRAG_091629	hg38:2:155761051-155822745:+	61695
SAMPLE_091630	FRAG_091630	hg19:15:26675699-26746332:+	70634
SAMPLE_091631	FRAG_091631	hg38:7:111261555-111301664:-	40110
SAMPLE_091632	FRAG_091632	hg19:4:124181034-124191108:+	10075
SAMPLE_091633	FRAG_091633	hg38:7:137262484-137305062:+	42579
SAMPLE_091634	FRAG_091634	hg19:18:72151744-72192861:-	41118
SAMPLE_091635	FRAG_091635	hg38:15:83241448-83315775:+	74328
SAMPLE_091636	FRAG_091636	hg19:1:79874780-79927185:-	52406
SAMPLE_091637	FRAG_091637	hg38:2:96093059-96169208:+	76150
SAMPLE_091638	FRAG_091638	hg19:18:186913602-186944285:+	30684
SAMPLE_091639	FRAG_091639	hg38:20:17815986-17834033:-	18048
SAMPLE_091640	FRAG_091640	hg19:18:24119890-24141199:+	21310
SAMPLE_091641	FRAG_091641	hg38:5:11141683-11222712:-	81030
SAMPLE_091642	FRAG_091642	hg19:9:29591107-29684183:+	93077
SAMPLE_091643	FRAG_091643	hg38:2:65739060-65782607:-	43548
SAMPLE_091644	FRAG_091644	hg19:3:13337292-13430583:+	93292
SAMPLE_091645	FRAG_091645	hg38:2:195006229-195044939:-	38711
SAMPLE_091646	FRAG_091646	hg19:3:155308692-155365425:-	56734
SAMPLE_091647	FRAG_091647	hg38:5:125820384-125913498:-	93115
SAMPLE_091648	FRAG_091648	hg19:21:158078952-158169232:-	90281
SAMPLE_091649	FRAG_091649	hg38:6:164959360-165056440:-	97081
SAMPLE_091650	FRAG_091650	hg19:Y:108033573-108045798:+	12226
SAMPLE_091651	FRAG_091651	hg38:5:51327931-51408541:+	80611
SAMPLE_091652	FRAG_091652	hg19:14:127529260-127552292:+	23033
SAMPLE_091653	FRAG_091653	hg38:12:123874607-123880668:-	6062
SAMPLE_091654	FRAG_091654	hg19:4:76991157-77032368:-	41212
SAMPLE_091655	FRAG_091655	hg38:2:165750977-165775358:-	24382
SAMPLE_091656	FRAG_091656	hg19:9:7406282-7484986:+	78705
SAMPLE_091657	FRAG_091657	hg38:22:98853992-98882086:+	28095
SAMPLE_091658	FRAG_091658	hg19:9:84571816-84597730:-	25915
SAMPLE_091659	FRAG_091659	hg38:21:178532645-178582845:+	50201
SAMPLE_091660	FRAG_091660	hg19:9:69528235-69601694:+	73460
SAMPLE_091661	FRAG_091661	hg38:X:179435622-179462230:+	26609
SAMPLE_091662	FRAG_091662	hg19:14:62182171-62261528:-	79358
SAMPLE_091663	FRAG_091663	hg38:9:111647887-111713928:+	66042
SAMPLE_091664	FRAG_091664	hg19:11:96318670-96362226:+	43557
SAMPLE_091665	FRAG_091665	hg38:17:66336638-66389893:-	53256
SAMPLE_091666	FRAG_091666	hg19:5:191308992-191385335:+	76344
SAMPLE_091667	FRAG_091667	hg38:19:10468963-10547486:-	78524
SAMPLE_091668	FRAG_091668	hg19:14:157019839-157097297:+	77459
SAMPLE_091669	FRAG_091669	hg38:11:16565447-16586174:-	20728
SAMPLE_091670	FRAG_091670	hg19:6:103870421-103938365:+	67945
SAMPLE_091671	FRAG_091671	hg38:13:9023028-9071460:+	48433
SAMPLE_091672	FRAG_091672	hg19:X:55806582-55875534:+	68953
SAMPLE_091673	FRAG_091673	hg38:4:29143184-29218905:-	75722
SAMPLE_091674	FRAG_091674	hg19:18:2397216-2400296:-	3081
SAMPLE_091675	FRAG_091675	hg38:17:38092170-38117555:+	25386
SAMPLE_091676	FRAG_091676	hg19:16:177136288-177201221:-	64934
SAMPLE_091677	FRAG_091677	hg38:21:185383871-185388198:+	4328
SAMPLE_091678	FRAG_091678	hg19:22:114958384-114989993:+	31610
SAMPLE_091679	FRAG_091679	hg38:1:147424045-147457623:-	33579
SAMPLE_091680	FRAG_091680	hg19:14:185224495-185324400:+	99906
SAMPLE_091681	FRAG_091681	hg38:13:142705489-142754721:-	49233
SAMPLE_091682	FRAG_091682	hg19:Y:95910944-95942357:-	31414
SAMPLE_091683	FRAG_091683	hg38:6:157688369-157730617:+	42249
SAMPLE_091684	FRAG_091684	hg19:6:83820413-83841657:+	21245
SAMPLE_091685	FRAG_091685	hg38:17:167098702-167165384:-	66683
SAMPLE_091686	FRAG_091686	hg19:20:172361549-172420286:+	58738
SAMPLE_091687	FRAG_091687	hg38:4:25538374-25558623:-	20250
SAMPLE_091688	FRAG_091688	hg19:X:12043385-12116440:-	73056
SAMPLE_091689	FRAG_091689	hg38:X:76164647-76252280:+	87634
SAMPLE_091690	FRAG_091690	hg19:Y:96253302-96265892:-	12591
SAMPLE_091691	FRAG_091691	hg38:16:1997544-2073530:+	75987
SAMPLE_091692	FRAG_091692	hg19:4:196344977-196389013:+	44037
SAMPLE_091693	FRAG_091693	hg38:2:98415973-98427702:-	11730
SAMPLE_091694	FRAG_091694	hg19:20:1394495-1427317:-	32823
SAMPLE_091695	FRAG_091695	hg38:2:63365325-63429528:-	64204
SAMPLE_091696	FRAG_091696	hg19:21:199376164-199452429:-	76266
SAMPLE_091697	FRAG_091697	hg38:21:10658711-10688432:+	29722
SAMPLE_091698	FRAG_091698	hg19:X:13810865-13863975:+	53111
SAMPLE_091699	FRAG_091699	hg38:4:82193742-82288202:-	94461
SAMPLE_091700	FRAG_091700	hg19:22:66155683-66190754:+	35072
SAMPLE_091701	FRAG_091701	hg38:6:194581371-194650255:+	68885
SAMPLE_091702	FRAG_091702	hg19:21:48321561-48401429:-	79869
SAMPLE_091703	FRAG_091703	hg38:10:14934093-14992184:+	58092
SAMPLE_091704	FRAG_091704	hg19:X:189612956-189613701:+	746
SAMPLE_091705	FRAG_091705	hg38:2:33897965-33952861:-	54897
SAMPLE_091706	FRAG_091706	hg19:5:135209388-135261584:-	52197
SAMPLE_091707	FRAG_091707	hg38:11:138963660-138996482:-	32823
SAMPLE_091708	FRAG_091708	hg19:12:117645695-117650462:-	4768
SAMPLE_091709	FRAG_091709	hg38:9:35322067-35356555:-	34489
SAMPLE_091710	FRAG_091710	hg19:17:36941332-36982749:-	41418
SAMPLE_091711	FRAG_091711	hg38:12:51472870-51553885:+	81016
SAMPLE_091712	FRAG_091712	hg19:19:4470471-4516017:+	45547
SAMPLE_091713	FRAG_091713	hg38:20:91692684-91724064:-	31381
SAMPLE_091714	FRAG_091714	hg19:Y:80692809-80704670:+	11862
SAMPLE_091715	FRAG_091715	hg38:20:137064309-137073493:-	9185
SAMPLE_091716	FRAG_091716	hg19:X:148480249-148533687:-	53439
SAMPLE_091717	FRAG_091717	hg38:4:68377809-68438502:-	60694
SAMPLE_091718	FRAG_091718	hg19:12:73160834-73207736:+	46903
SAMPLE_091719	FRAG_091719	hg38:6:179545475-179571935:+	26461
SAMPLE_091720	FRAG_091720	hg19:4:44078026-44175586:-	97561
SAMPLE_091721	FRAG_091721	hg38:15:76901011-76985324:+	84314
SAMPLE_091722	FRAG_091722	hg19:9:85290625-85368489:+	77865
SAMPLE_091723	FRAG_091723	hg38:1:115977527-116016511:+	38985
SAMPLE_091724	FRAG_091724	hg19:19:55157406-55219358:-	61953
SAMPLE_091725	FRAG_091725	hg38:Y:30637869-30682364:+	44496
SAMPLE_091726	FRAG_091726	hg19:Y:108736042-108765118:-	29077
SAMPLE_091727	FRAG_091727	hg38:18:106315506-106397959:+	82454
SAMPLE_091728	FRAG_091728	hg19:11:104952574-105023016:-	70443
SAMPLE_091729	FRAG_091729	hg38:16:125213826-125222168:-	8343
SAMPLE_091730	FRAG_091730	hg19:6:14887384-14942139:-	54756
SAMPLE_091731	FRAG_091731	hg38:7:162548302-162588462:-	40161
SAMPLE_091732	FRAG_091732	hg19:14:167070017-167082221:-	12205
SAMPLE_091733	FRAG_091733	hg38:1:197362876-197418009:+	55134
SAMPLE_091734	FRAG_091734	hg19:15:26691443-26706172:-	14730
SAMPLE_091735	FRAG_091735	hg38:7:46786445-46879363:-	92919
SAMPLE_091736	FRAG_091736	hg19:22:17857363-17866827:+	9465
SAMPLE_091737	FRAG_091737	hg38:14:130583163-130585510:-	2348
SAMPLE_091738	FRAG_091738	hg19:15:74865916-74922556:+	56641
SAMPLE_091739	FRAG_091739	hg38:9:31544242-31553892:-	9651
SAMPLE_091740	FRAG_091740	hg19:3:141796232-141860454:-	64223
SAMPLE_091741	FRAG_091741	hg38:X:162737186-162751347:-	14162
SAMPLE_091742	FRAG_091742	hg19:2:168076639-168116406:+	39768
SAMPLE_091743	FRAG_091743	hg38:2:2793373-2870287:+	76915
SAMPLE_091744	FRAG_091744	hg19:3:165989387-165998846:-	9460
SAMPLE_091745	FRAG_091745	hg38:15:131396156-131473104:-	76949
SAMPLE_091746	FRAG_091746	hg19:18:32695181-32713912:-	18732
SAMPLE_091747	FRAG_091747	hg38:19:125220723-125289586:-	68864
SAMPLE_091748	FRAG_091748	hg19:8:197934669-198029507:-	94839
SAMPLE_091749	FRAG_091749	hg38:12:79083970-79164783:-	80814
SAMPLE_091750	FRAG_091750	hg19:10:54862661-54948173:+	85513
SAMPLE_091751	FRAG_091751	hg38:3:9356256-9409701:-	53446
SAMPLE_091752	FRAG_091752	hg19:22:104053418-104143102:+	89685
SAMPLE_091753	FRAG_091753	hg38:8:48276622-48332057:-	55436
SAMPLE_091754	FRAG_091754	hg19:7:13370223-13435362:+	65140
SAMPLE_091755	FRAG_091755	hg38:11:80894117-80920459:-	26343
SAMPLE_091756	FRAG_091756	hg19:16:39703042-39737106:+	34065
SAMPLE_091757	FRAG_091757	hg38:19:1068383-1161041:+	92659
SAMPLE_091758	FRAG_091758	hg19:13:114229293-114240338:+	11046
SAMPLE_091759	FRAG_091759	hg38:4:42167180-42208042:-	40863
SAMPLE_091760	FRAG_091760	hg19:2:174898819-174955003:+	56185
SAMPLE_091761	FRAG_091761	hg38:5:59416904-59428744:+	11841
SAMPLE_091762	FRAG_091762	hg19:11:153964358-154029456:-	65099
SAMPLE_091763	FRAG_091763	hg38:10:44954606-45034282:-	79677
SAMPLE_091764	FRAG_091764	hg19:1:163808323-163873534:+	65212
SAMPLE_091765	FRAG_091765	hg38:13:105081648-105118665:+	37018
SAMPLE_091766	FRAG_091766	hg19:7:70208926-70306599:-	97674
SAMPLE_091767	FRAG_091767	hg38:8:181249848-181287980:-	38133
SAMPLE_091768	FRAG_091768	hg19:17:9548658-9643677:+	95020
SAMPLE_091769	FRAG_091769	hg38:5:39812085-39869352:+	57268
SAMPLE_091770	FRAG_091770	hg19:5:97317729-97413333:-	95605
SAMPLE_091771	FRAG_091771	hg38:12:112017656-112105027:+	87372
SAMPLE_091772	FRAG_091772	hg19:Y:104624104-104682944:-	58841
SAMPLE_091773	FRAG_091773	hg38:15:7452743-7551833:-	99091
SAMPLE_091774	FRAG_091774	hg19:13:22027481-22034425:+	6945
SAMPLE_091775	FRAG_091775	hg38:20:149448411-149496491:-	48081
SAMPLE_091776	FRAG_091776	hg19:15:149269809-149355526:-	85718
SAMPLE_091777	FRAG_091777	hg38:13:168461278-168520228:+	58951
SAMPLE_091778	FRAG_091778	hg19:6:14823464-14849945:-	26482
SAMPLE_091779	FRAG_091779	hg38:22:188154140-188192754:-	38615
SAMPLE_091780	FRAG_091780	hg19:14:174195407-174212481:-	17075
SAMPLE_091781	FRAG_091781	hg38:Y:33002064-33095096:-	93033
SAMPLE_091782	FRAG_091782	hg19:22:189262563-189331641:-	69079
SAMPLE_091783	FRAG_091783	hg38:3:135694445-135735506:+	41062
SAMPLE_091784	FRAG_091784	hg19:1:36911790-36981215:+	69426
SAMPLE_091785	FRAG_091785	hg38:7:199404715-199418146:+	13432
SAMPLE_091786	FRAG_091786	hg19:8:186849273-186921584:+	72312
SAMPLE_091787	FRAG_091787	hg38:10:34469712-34484472:-	14761
SAMPLE_091788	FRAG_091788	hg19:10:131391881-131414781:-	22901
SAMPLE_091789	FRAG_091789	hg38:10:138558688-138565806:+	7119
SAMPLE_091790	FRAG_091790	hg19:10:189548359-189611906:+	63548
SAMPLE_091791	FRAG_091791	hg38:Y:88629832-88719041:-	89210
SAMPLE_091792	FRAG_091792	hg19:21:58247982-58292780:+	44799
SAMPLE_091793	FRAG_091793	hg38:17:66422976-66491153:+	68178
SAMPLE_091794	FRAG_091794	hg19:Y:116519710-116606150:+	86441
SAMPLE_091795	FRAG_091795	hg38:20:37111191-37202542:-	91352
SAMPLE_091796	FRAG_091796	hg19:3:136881063-136922410:-	41348
SAMPLE_091797	FRAG_091797	hg38:X:199026333-199114153:+	87821
SAMPLE_091798	FRAG_091798	hg19:8:137053474-137084613:-	31140
SAMPLE_091799	FRAG_091799	hg38:11:68876572-68914687:-	38116
SAMPLE_091800	FRAG_091800	hg19:6:168348788-168358651:-	9864
SAMPLE_091801	FRAG_091801	hg38:2:53493445-53559016:-	65572
SAMPLE_091802	FRAG_091802	hg19:21:85004760-85069570:-	64811
SAMPLE_091803	FRAG_091803	hg38:11:72506976-72543261:-	36286
SAMPLE_091804	FRAG_091804	hg19:10:139302765-139334504:+	31740
SAMPLE_091805	FRAG_091805	hg38:2:73945657-73946319:+	663
SAMPLE_091806	FRAG_091806	hg19:6:167933391-167938602:+	5212
SAMPLE_091807	FRAG_091807	hg38:13:12316579-12338436:+	21858
SAMPLE_091808	FRAG_091808	hg19:22:157624024-157700187:-	76164
SAMPLE_091809	FRAG_091809	hg38:20:199683711-199753879:+	70169
SAMPLE_091810	FRAG_091810	hg19:16:49798818-49896962:+	98145
SAMPLE_091811	FRAG_091811	hg38:10:101622850-101640542:+	17693
SAMPLE_091812	FRAG_091812	hg19:12:166115935-166174722:+	58788
SAMPLE_091813	FRAG_091813	hg38:5:23609003-23659340:+	50338
SAMPLE_091814	FRAG_091814	hg19:13:125133317-125159824:-	26508
SAMPLE_091815	FRAG_091815	hg38:13:4149958-4227412:+	77455
SAMPLE_091816	FRAG_091816	hg19:11:128395622-128444799:+	49178
SAMPLE_091817	FRAG_091817	hg38:21:48639346-48641233:-	1888
SAMPLE_091818	FRAG_091818	hg19:22:182040390-182133819:-	93430
SAMPLE_091819	FRAG_091819	hg38:18:39098051-39129274:-	31224
SAMPLE_091820	FRAG_091820	hg19:1:77421017-77465054:+	44038
SAMPLE_091821	FRAG_091821	hg38:X:90539352-90636721:-	97370
SAMPLE_091822	FRAG_091822	hg19:1:182150210-182180524:+	30315
SAMPLE_091823	FRAG_091823	hg38:19:42821987-42871307:-	49321
SAMPLE_091824	FRAG_091824	hg19:2:32453008-32518325:-	65318
SAMPLE_091825	FRAG_091825	hg38:14:76252819-76292430:-	39612
SAMPLE_091826	FRAG_091826	hg19:18:91680497-91745345:+	64849
SAMPLE_091827	FRAG_091827	hg38:5:177135025-177147859:-	12835
SAMPLE_091828	FRAG_091828	hg19:13:11667860-11685276:+	17417
SAMPLE_091829	FRAG_091829	hg38:11:93650170-93745046:+	94877
SAMPLE_091830	FRAG_091830	hg19:1:166619005-166653574:-	34570
SAMPLE_091831	FRAG_091831	hg38:3:192208855-192269866:+	61012
SAMPLE_091832	FRAG_091832	hg19:2:113113186-113178434:+	65249
SAMPLE_091833	FRAG_091833	hg38:21:136637290-136711727:+	74438
SAMPLE_091834	FRAG_091834	hg19:21:87294511-87326775:+	32265
SAMPLE_091835	FRAG_091835	hg38:2:147358439-147377927:+	19489
SAMPLE_091836	FRAG_091836	hg19:9:60303052-60375116:-	72065
SAMPLE_091837	FRAG_091837	hg38:13:195399803-195431498:-	31696
SAMPLE_091838	FRAG_091838	hg19:13:83249061-83270177:-	21117
SAMPLE_091839	FRAG_091839	hg38:2:77751919-77759130:-	7212
SAMPLE_091840	FRAG_091840	hg19:18:84784652-84840668:+	56017
SAMPLE_091841	FRAG_091841	hg38:8:140119839-140152830:+	32992
SAMPLE_091842	FRAG_091842	hg19:18:83650532-83692575:+	42044
SAMPLE_091843	FRAG_091843	hg38:13:125609385-125668208:-	58824
SAMPLE_091844	FRAG_091844	hg19:20:82055342-82060450:-	5109
SAMPLE_091845	FRAG_091845	hg38:X:177030549-177117861:-	87313
SAMPLE_091846	FRAG_091846	hg19:8:189030440-189068495:+	38056
SAMPLE_091847	FRAG_091847	hg38:6:150967262-150984360:-	17099
SAMPLE_091848	FRAG_091848	hg19:18:187832359-187884194:-	51836
SAMPLE_091849	FRAG_091849	hg38:16:131721053-131795719:+	74667
SAMPLE_091850	FRAG_091850	hg19:1:52675475-52717740:+	42266
SAMPLE_091851	FRAG_091851	hg38:15:166775906-166874453:-	98548
SAMPLE_091852	FRAG_091852	hg19:14:89314536-89391745:-	77210
SAMPLE_091853	FRAG_091853	hg38:12:149246778-149336644:-	89867
SAMPLE_091854	FRAG_091854	hg19:15:14622777-14629436:-	6660
SAMPLE_091855	FRAG_091855	hg38:13:193449722-193477770:-	28049
SAMPLE_091856	FRAG_091856	hg19:11:4253702-4288853:-	35152
SAMPLE_091857	FRAG_091857	hg38:Y:2055293-2056910:-	1618
SAMPLE_091858	FRAG_091858	hg19:19:160461202-160498118:+	36917
SAMPLE_091859	FRAG_091859	hg38:10:17450902-17484914:+	34013
SAMPLE_091860	FRAG_091860	hg19:11:118110003-118148854:+	38852
SAMPLE_091861	FRAG_091861	hg38:19:75996432-76009378:+	12947
SAMPLE_091862	FRAG_091862	hg19:12:167746849-167773315:+	26467
SAMPLE_091863	FRAG_091863	hg38:9:175461645-175470077:+	8433
SAMPLE_091864	FRAG_091864	hg19:13:130890681-130958704:+	68024
SAMPLE_091865	FRAG_091865	hg38:19:5963392-6045247:+	81856
SAMPLE_091866	FRAG_091866	hg19:15:62581021-62672873:-	91853
SAMPLE_091867	FRAG_091867	hg38:10:104140867-104176902:+	36036
SAMPLE_091868	FRAG_091868	hg19:Y:30318213-30396155:-	77943
SAMPLE_091869	FRAG_091869	hg38:20:163553258-163615695:+	62438
SAMPLE_091870	FRAG_091870	hg19:14:37978722-37989659:-	10938
SAMPLE_091871	FRAG_091871	hg38:10:165124585-165205607:+	81023
SAMPLE_091872	FRAG_091872	hg19:22:27674288-27683760:+	9473
SAMPLE_091873	FRAG_091873	hg38:14:188717838-188795789:+	77952
SAMPLE_091874	FRAG_091874	hg19:6:84547893-84562206:+	14314
SAMPLE_091875	FRAG_091875	hg38:14:53753200-53776745:-	23546
SAMPLE_091876	FRAG_091876	hg19:18:170878547-170880599:+	2053
SAMPLE_091877	FRAG_091877	hg38:15:28319605-28334806:-	15202
SAMPLE_091878	FRAG_091878	hg19:18:82494754-82551991:+	57238
SAMPLE_091879	FRAG_091879	hg38:2:179037049-179091056:+	54008
SAMPLE_091880	FRAG_091880	hg19:5:195565271-195624065:+	58795
SAMPLE_091881	FRAG_091881	hg38:9:149280053-149320611:-	40559
SAMPLE_091882	FRAG_091882	hg19:10:142617656-142707612:-	89957
SAMPLE_091883	FRAG_091883	hg38:12:197947927-198033685:-	85759
SAMPLE_091884	FRAG_091884	hg19:10:166884683-166929746:+	45064
SAMPLE_091885	FRAG_091885	hg38:15:189261638-189307136:-	45499
SAMPLE_091886	FRAG_091886	hg19:1:119383465-119452701:+	69237
SAMPLE_091887	FRAG_091887	hg38:1:29448763-29479923:-	31161
SAMPLE_091888	FRAG_091888	hg19:20:155525077-155538517:+	13441
SAMPLE_091889	FRAG_091889	hg38:1:179924108-180009267:-	85160
SAMPLE_091890	FRAG_091890	hg19:17:183214375-183233415:-	19041
SAMPLE_091891	FRAG_091891	hg38:22:145441240-145453905:-	12666
SAMPLE_091892	FRAG_091892	hg19:14:198301915-198328150:-	26236
SAMPLE_091893	FRAG_091893	hg38:2:77813178-77829626:-	16449
SAMPLE_091894	FRAG_091894	hg19:8:180288782-180345891:-	57110
SAMPLE_091895	FRAG_091895	hg38:21:193742528-193797154:-	54627
SAMPLE_091896	FRAG_091896	hg19:2:3364466-3390126:-	25661
SAMPLE_091897	FRAG_091897	hg38:X:53598234-53655608:-	57375
SAMPLE_091898	FRAG_091898	hg19:3:34252187-34321875:+	69689
SAMPLE_091899	FRAG_091899	hg38:18:99372939-99470422:+	97484
SAMPLE_091900	FRAG_091900	hg19:5:179317318-179391453:+	74136
SAMPLE_091901	FRAG_091901	hg38:7:67257663-67277672:+	20010
SAMPLE_091902	FRAG_091902	hg19:5:11081234-11167115:+	85882
SAMPLE_091903	FRAG_091903	hg38:15:176033959-176077775:-	43817
SAMPLE_091904	FRAG_091904	hg19:10:91864732-91899736:+	35005
SAMPLE_091905	FRAG_091905	hg38:6:134936240-135030969:+	94730
SAMPLE_091906	FRAG_091906	hg19:9:36478190-36494231:-	16042
SAMPLE_091907	FRAG_091907	hg38:9:179005262-179080470:+	75209
SAMPLE_091908	FRAG_091908	hg19:22:130864879-130932088:-	67210
